101-150,University of Innsbruck,undefined,47.9
101-150,University of Liverpool,undefined,51.4
101-150,University of Milan,undefined,51.2
101-150,University of Milano-Bicocca,undefined,47.9
101-150,University of Mississippi,undefined,42.2
101-150,University of Pittsburgh,undefined,42.6
101-150,University of Rochester,undefined,57.0
101-150,University of Sao Paulo,undefined,44.5
101-150,University of Savoy,undefined,40.4
101-150,University of Sussex,undefined,32.2
101-150,University of Sydney,undefined,39.3
101-150,University of Tennessee - Knoxville,undefined,53.5
101-150,Utrecht University,undefined,35.1
101-150,Vrije Universiteit Amsterdam,undefined,42.8
151-200,Beihang University,undefined,48.1
151-200,Bogazici University,undefined,42.4
151-200,Cardiff University,undefined,23.6
151-200,Durham University,undefined,36.1
151-200,Federal University of Rio de Janeiro,undefined,43.3
151-200,Florida State University,undefined,47.7
151-200,Fudan University,undefined,42.2
151-200,Gran Sasso Science Institute,undefined,30.2
151-200,Humboldt University of Berlin,undefined,38.1
151-200,International School for Advanced Studies,undefined,35.3
151-200,Iowa State University,undefined,44.7
151-200,Ivane Javakhishvili Tbilisi State University,undefined,37.3
151-200,Leibniz University Hannover,undefined,40.2
151-200,Louisiana State University - Baton Rouge,undefined,36.1
151-200,McGill University,undefined,35.1
151-200,Moscow Institute of Physics and Technology,undefined,53.1
151-200,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),undefined,53.2
151-200,National Taiwan University,undefined,42.1
151-200,National Tsing Hua University,undefined,36.7
151-200,New York University,undefined,36.1
151-200,Osaka University,undefined,47.9
151-200,Polytechnic University of Catalonia,undefined,46.0
151-200,Queen's University,undefined,17.3
151-200,Shandong University,undefined,42.9
151-200,Sun Yat-sen University,undefined,42.4
151-200,Technical University of Dortmund,undefined,43.6
151-200,Texas Tech University,undefined,32.9
151-200,The Hong Kong University of Science and Technology,undefined,35.5
151-200,Tohoku University,undefined,52.9
151-200,University of Bari,undefined,48.5
151-200,University of Basilicata,undefined,43.3
151-200,University of Cantabria,undefined,32.2
151-200,University of Ferrara,undefined,46.5
151-200,University of Goettingen,undefined,39.7
151-200,University of Helsinki,undefined,35.9
151-200,University of Iowa,undefined,41.9
151-200,University of Lisbon,undefined,42.6
151-200,University of Ljubljana,undefined,38.1
151-200,University of Notre Dame,undefined,42.4
151-200,University of Oregon,undefined,35.1
151-200,University of Oslo,undefined,36.7
151-200,University of Pavia,undefined,41.7
151-200,University of Siena,undefined,36.3
151-200,University of Strasbourg,undefined,43.6
151-200,University of Trieste,undefined,41.7
151-200,University of Urbino,undefined,37.1
151-200,University of Virginia,undefined,40.1
151-200,University of Wuerzburg,undefined,45.8
151-200,Vienna University of Technology,undefined,47.3
151-200,Wayne State University,undefined,42.4
151-200,Zhejiang University,undefined,44.0
201-300,Aalto University,undefined,33.3
201-300,Aarhus University,undefined,34.0
201-300,AGH University of Science and Technology,undefined,44.0
201-300,Belarusian State University,undefined,38.1
201-300,Brandeis University,undefined,26.3
201-300,Carleton University,undefined,25.1
201-300,Catholic University of Louvain,undefined,31.9
201-300,Central China Normal University,undefined,46.8
201-300,College of William and Mary,undefined,35.9
201-300,Czech Technical University in Prague,undefined,40.6
201-300,Georgian Technical University,undefined,31.0
201-300,Ghent University,undefined,35.5
201-300,Hanyang University,undefined,39.3
201-300,Huazhong University of Science and Technology,undefined,30.0
201-300,Istanbul Aydin University,undefined,34.6
201-300,Istanbul Bilgi University,undefined,38.1
201-300,King Abdulaziz University,undefined,28.2
201-300,Korea University,undefined,41.5
201-300,Lancaster University,undefined,35.5
201-300,Louisiana Technical University,undefined,25.7
201-300,McMaster University,undefined,19.7
201-300,Nagasaki Institute of Applied Science,undefined,27.7
201-300,Nankai University,undefined,35.3
201-300,National Autonomous University of Mexico,undefined,32.6
201-300,National Central University,undefined,38.1
201-300,National Technical University of Athens,undefined,34.0
201-300,Northeastern University (Boston),undefined,39.1
201-300,Northern Illinois University,undefined,28.2
201-300,Oklahoma State University,undefined,27.7
201-300,Palacký University Olomouc,undefined,30.2
201-300,Panjab University,undefined,40.1
201-300,Paul Sabatier University (Toulouse 3),undefined,29.0
201-300,Politecnico di Bari,undefined,32.9
201-300,Pontifical Catholic University of Chile,undefined,26.5
201-300,Queen Mary University of London,undefined,35.1
201-300,Roma Tre University,undefined,30.0
201-300,Royal Holloway, University of London,undefined,34.2
201-300,Soochow University (China),undefined,29.5
201-300,Southern Methodist University,undefined,31.5
201-300,Sungkyunkwan University,undefined,41.5
201-300,Swinburne University of Technology,undefined,25.7
201-300,Technical University of Denmark,undefined,30.2
201-300,Technion-Israel Institute of Technology,undefined,39.9
201-300,The University of Alabama - Tuscaloosa,undefined,32.6
201-300,The University of Auckland,undefined,31.0
201-300,The University of Hong Kong,undefined,34.6
201-300,The University of New Mexico - Albuquerque,undefined,34.8
201-300,The University of Texas at Dallas,undefined,36.3
201-300,The University of Western Australia,undefined,21.2
201-300,Tokyo Institute of Technology,undefined,45.8
201-300,Tufts University,undefined,30.2
201-300,UNESP,undefined,34.0
201-300,Universidade Federal do ABC (UFABC),undefined,33.8
201-300,University at Buffalo, the State University of New York,undefined,35.7
201-300,University of Alberta,undefined,34.8
201-300,University of Antwerp,undefined,33.3
201-300,University of Belgrade,undefined,38.1
201-300,University of Bergen,undefined,30.5
201-300,University of Bochum,undefined,42.9
201-300,University of Bordeaux,undefined,35.9
201-300,University of Campinas,undefined,37.3
201-300,University of Canterbury,undefined,30.5
201-300,University of Cape Town,undefined,28.2
201-300,University of Catania,undefined,34.4
201-300,University of Cincinnati,undefined,42.4
201-300,University of Cologne,undefined,42.2
201-300,University of Eastern Piedmont,undefined,40.2
201-300,University of Erlangen-Nuremberg,undefined,39.5
201-300,University of Florence,undefined,42.4
201-300,University of Freiburg,undefined,38.5
201-300,University of Giessen,undefined,42.9
201-300,University of Granada,undefined,26.8
201-300,University of Kansas,undefined,34.6
201-300,University of La Laguna,undefined,16.0
201-300,University of Malaya,undefined,35.5
201-300,University of Montreal,undefined,31.0
201-300,University of Nebraska - Lincoln,undefined,36.3
201-300,University of Nottingham,undefined,37.3
201-300,University of Oviedo,undefined,29.7
201-300,University of Portsmouth,undefined,17.3
201-300,University of Rennes 1,undefined,25.7
201-300,University of Salerno,undefined,28.5
201-300,University of Santiago Compostela,undefined,38.7
201-300,University of Siegen,undefined,32.9
201-300,University of Split,undefined,31.5
201-300,University of St Andrews,undefined,31.5
201-300,University of Strathclyde,undefined,33.8
201-300,University of the Balearic Islands,undefined,23.9
201-300,University of the Basque Country,undefined,40.6
201-300,University of the Witwatersrand,undefined,28.7
201-300,University of Tsukuba,undefined,38.1
201-300,University of Udine,undefined,26.0
201-300,University of Victoria,undefined,31.0
201-300,University of Wisconsin-Milwaukee,undefined,22.9
201-300,University of Wuppertal,undefined,27.9
201-300,Vanderbilt University,undefined,34.0
201-300,Vrije Universiteit Brussel (VUB),undefined,34.0
201-300,West Virginia University,undefined,24.2
201-300,Wuhan University,undefined,44.0
301-400,Adiyaman University,undefined,28.2
301-400,Ankara University,undefined,32.9
301-400,Baylor University,undefined,31.5
301-400,Benemerita Universidad Autonoma de Puebla,undefined,32.6
301-400,Brandenburg University of Technology,undefined,28.5
301-400,British University in Egypt,undefined,26.8
301-400,Brunel University,undefined,29.7
301-400,Cag University,undefined,20.5
301-400,California State University Fresno,undefined,22.2
301-400,Chalmers University of Technology,undefined,29.2
