401-500	University of Marrakech Cadi Ayyad	undefined	25.8
401-500	University of Minho	undefined	28.7
401-500	University of Modena and Reggio Emilia	undefined	23.6
401-500	University of Nantes	undefined	23.2
401-500	University of North Carolina at Chapel Hill	undefined	31.0
401-500	University of Porto	undefined	37.5
401-500	University of Regensburg	undefined	27.2
401-500	University of Seoul	undefined	28.4
401-500	University of Southern California	undefined	32.7
401-500	University of Stuttgart	undefined	35.1
401-500	University of Ulm	undefined	24.7
401-500	University of Utah	undefined	33.3
401-500	University of York	undefined	31.4
401-500	University of Zagreb	undefined	25.4
401-500	University of Zielona Gora	undefined	16.4
401-500	Vilnius University	undefined	33.2
401-500	Virginia Polytechnic Institute and State University	undefined	33.4
401-500	Visva Bharati University	undefined	26.7
401-500	Waseda University	undefined	35.2
401-500	Washington University in St. Louis	undefined	26.5
401-500	Xi'an Jiaotong University	undefined	52.8
401-500	Yonsei University	undefined	44.8
401-500	Zhengzhou University	undefined	33.4
